haiku,source
"""To manhood, with the virtues to
surmount Such darknesses as Valley Forge's camp, And seas,
deep hell's sky-reaching, broadening fount, Honor!",gutenberg
""" The ages
shout on Triumph's
tramp.",gutenberg
"When hurled from heaven,
'tis thought, the fiends of pride Caught
Earth to brake their fall.",gutenberg
"The regions gave And
sank with all the hosts
beneath the wave!",gutenberg
"'Tis in those sunken regions which divide The new
world of the resolute and brave, From the old world of king and abject
slave, Where Torries, counterfeiting Satan, hide.",gutenberg
"Old
Guard of
Boston!",gutenberg
"Halt;
Right Face;
Attention!",gutenberg
"Order One: quell the weeds
in rankest riot Where lies Elisha
Brown, in conscience, quiet.",gutenberg
"This Brown was
John's
precursor.",gutenberg
"Ye, on pension
For ancient glory,
now do duty.",gutenberg
"Mention Elisha's
name for countersign--and
why, it?",gutenberg
"Because with him, wrong, seen,
was to defy it, And act, else, was
beyond his comprehension.",gutenberg
"What is it that today we celebrate
With school recital, banquet and parade Of our
achievements, pageanting each trade?",gutenberg
"If not un-Englishing America in
mind And heart forever, vain the shrieks Of Freedom,
eagling back to dawn's first streaks.",gutenberg
"Oh, yea, the sun stands, and the night afar
Holds Thrall, whose craft would swamp our noblest peaks And leave
but bubbling mud show where they are!",gutenberg
"Glory flings his arms
round thee And proudly holds thee
in his high caress.",gutenberg
"What charms him, Mother,
is thy nobleness Of
spirit.",gutenberg
""" In
thee I
glory.",gutenberg
"Can the world else boast A harbor, like thy
heart, for every sail In flight from sea-toss, white with horror's
gale, Or icebergs from despondence Polar coast?",gutenberg
"Oh, fleets whose throngs, glad Freedom
well may hail; For, landing, they became
her staunchest host.",gutenberg
"With what wild glee, the British set on fire Yon
Capital, beholding in its flames, America, robed in her deeds
and fames, In death throes at the stake of England's ire?",gutenberg
"Though that was long ago and, then no pyre, The
stake still stands; 'tis Anglo-Saxon claims, And Arnolds, bearing infamy's last names,
Tilt schools to raise the stake flames high and higher.",gutenberg
"Oh, sight to strike the coming ages dead, My country,
were a cloud, thy mocking crown, And schools, ignited by Truth's lamps hurled
down, To feed that cloud, like craters, inly red!",gutenberg
"mock with cloud, Thy land and sea renown
And Washington, God's Holy Spirit--known By the
unerring World Light, that it shed?",gutenberg
"Behold Ye Here the Happy Hunting Grounds, Where the Great
Spirit, called Democracy, Sets every heart and soul forever
free, An Equity, not royal grant, sets bounds.",gutenberg
"No Phaeton attempting Phoebus rounds And burning
up earth's grass and forestry, Is lust for power; 'tis love for
liberty, With bloom and birds for wheel-sparks, here resounds.",gutenberg
"It is the
land of
Spirit.",gutenberg
"""Ye who enter, Abandon
first all fratricidal hate,"" Proclaims the edict,
blazoned o'er each gate.",gutenberg
"There see all tribes chase truth to joy--the center
Convexing broad and broader, as more great Their numbers
from where prejudice is mentor.",gutenberg
"Hark,
'tis
the sea!",gutenberg
"How
leonine
its roar!",gutenberg
"But, oh, how more the lion on a height,
As there he glares and listens for the night, Having
devoured day's clouds from shore to shore!",gutenberg
"Now grows his
mane of billows, high
and hoar.",gutenberg
"What scents
he?
",gutenberg
"Potencies escaping sight,
Till, like the cold, they icily alight Upon a
land where all was spring before.",gutenberg
"The sun darts
under earth and east again,
What sees he?",gutenberg
"What is the blight to spring
that kills the seed And raises spectres,
so that stars cry ""See!",gutenberg
""" Aghast at forests,
white or
shadowy?",gutenberg
"The scorn of human
rights, that can but lead The world
from doom to doom!",gutenberg
"and
for
what mead?",gutenberg
"A bronze for rain and
rust, or effigy For nibbling
minutes--ah, not hours!",gutenberg
"--these flee To life's
progression--truth and
kindly deed.",gutenberg
"Closely scanned, They are gross worms, each with the thought
to grow ""The Conqueror,"" as staged by Edgar Poe For
darking planets and a world, Last Manned.",gutenberg
"How weird
a
whisper!",gutenberg
"'tis
from
Wallabout.",gutenberg
"'Tis glory hoarse
with calling: ""Raise those hulks Where
writhe my faithful.",gutenberg
"Those mangled thousands
are not dead; they live, Refashioned
men by freedom.",gutenberg
"Is the tory Behind the
sun, to mock me, who am Glory, Being
the lifted life those martyrs give?",gutenberg
"He creeps beneath the sun and,
ghastly gory, Crys out: ""Thou yet
shall be the fugitive"".",gutenberg
"Oh, weirder grows the whisper into word, As sharp as
lightening, and as broad of reach, As seas, flung down by God to every
beach Where thirsts a sparrow, or a bleating herd!",gutenberg
"The shouts of millions
shake Oblivion's mire
And raise Thrall's Hulks.",gutenberg
"Justice's stooping sun, Seeing in agony's each, a
Washington, Breaths life in them, and, over Brooklyn's spire And New York's Babel Tower, they,
one by one, Hold Liberty's broading Torch of quenchless fire.",gutenberg
"Hate thou not any
man, for at the worst, He
still is brother.",gutenberg
"Will a glance not find Whole peoples
alchemied from heart and mind To steal projectiles by
a craft, accursed By Human Nature?",gutenberg
"Aye, for, as they burst At dusk, or midnight,
slamming Heaven behind And crashing Hell wide open, 'tis
mankind Is shattered and quick-gulping grave slake thirst.",gutenberg
"Hate thou no man, but scorn all crafts, that
smelt The heart and mind for huge projectiles, shattered When
bursting grandly that some pride be flattered.",gutenberg
"Nature beholds not Saxon, Slav, nor
Celt; She only sees the Human fragments scattered, And,
covering them, her eyes to rivers melt.",gutenberg
"Have I ever
been
untrue?",gutenberg
"When, to thy moan of
hunger anywhere,
Have I been deaf?",gutenberg
"Was I not
quick to share My little,
nay, give all!",gutenberg
"I knew Thy beauty, and
my love such passion grew At thy
distresses,--What would I not dare!",gutenberg
"So, though the bellow, like
a grizzly bear, Reared up before
me, on to thee I flew.",gutenberg
"Is thy beauty
without heart, Or
sense of justice?",gutenberg
"Unto whom art thou
Indebted for thine arm, encircling
now The world, sun-like, more than to me?",gutenberg
"My part I
glory in, for I have
kept my vow.",gutenberg
"I hold
thee now to thine, if
true thou art.",gutenberg
"When a haggard fugitive, Thy
dwelling was a swamp, who first to trace Thy crimson
footprints to thy hiding place?",gutenberg
"With signs thou hadst not
many days to live,
I found thee.",gutenberg
"Had the sun more
heart to give To warm
thee, than I gave?",gutenberg
"Ah, then and there Thy
heart said to my heart; ""Ill would
I fare Without thee.",gutenberg
"I give
love for
love, believe"".",gutenberg
"Thy silence,
when in glory,
troubles me.",gutenberg
"warm blood
dashed back cold, chills
to the bone!",gutenberg
"What
do I
ask for?",gutenberg
"Only Erin's own, That which God gave her, and,
if true it be, Thou art the minister of justice grown,
Thy gratitude should thunder God's decree.",gutenberg
"Why bemoan one island in the sea, When I
can range like mountains, or, the sun, Above all clouds, and, rosy from
my run To God, like morn, chant praise, since flesh of thee?",gutenberg
"Oh, yea, my pride and transport, verily, Is, thou
and I eternally are one; And this god-passion which no power can
stun, I owe to her, who gave her soul to me.",gutenberg
"'Tis Liberty, to whose most blessed birth The stars all lead,
rejoicing, which souls thee With God's compassion for humanity,-- That I invoke;
and, now, when all the earth Bears palms and chants hosannas--what!",gutenberg
"shall she, The most devout,
be shut from Freedom's
mirth?",gutenberg
"All English
glory is in ""Kipling's
Boots.",gutenberg
""" O English
People!
",gutenberg
"read that poem true,
And answer,--are those maddening
men not you?",gutenberg
"""Boots, boots, boots, and no
discharge from war,""-- That is the
Empire's anthem.",gutenberg
"Brass it out,
Ye
Orchestras!",gutenberg
"But oh, leave not in doubt Its import, Kipling,--that
'tis maelstrom roar-- 'Tis England's streams of home-life, world about And
down a gulf, for Greed and Pride on shore!",gutenberg
"Aye, weapons only; for, to whom belong
The minds of England, and treed fields of song-- Nay,
all but grave-ground, grudged by hill and plain?",gutenberg
"O English People, whom the crafty class Has
huddled into graves from sight and sound Of what God hands you,
and, with pence, or pound, Lids down your wild dead stare,--wake!",gutenberg
"why so
crass?
",gutenberg
"See in the Celts spring-burst
from underground, The Human
Resurrection come to pass.",gutenberg
"Oh, what are England's lines
of lords and kings, Shakespeare, to thine, a-throb
with thought and feeling?",gutenberg
"The
righteousness
of England!",gutenberg
"""Tis to kneel Full weight on weaker nations,
and entone Hosannas louder than the victims groan;
Then, stooping, drink their blood with gulps of zeal.",gutenberg
""" What right have wounds,
though wide, to throb,
or feel?",gutenberg
"'Tis blasphemy
to England's crimson
throne.",gutenberg
"Knee-deep in Erin's
blood, she mocks Christ's moan: Forgive
them, Lord!",gutenberg
"they
know not their true
weal.",gutenberg
"""Whose
is the
fault?",gutenberg
"Tis not my arrogance,
But candor, Lord, that puts the
blame on Thee.",gutenberg
"What right hadst Thou to make
these people free And let all nature
prompt them to advance?",gutenberg
"-- Oh, no such blunder, Lord,
hadst Thou called me, Instead of Wisdom,
to approve Thy plans!",gutenberg
""" The Bard's curse: ""Ruin
seize thee Ruthless King,"" Took bat-like
form for hollow echo-flight.",gutenberg
"Oh, to my sight,
How grows its grimness, while
eternaling!",gutenberg
"Deep are the minds of Wales, but far more deep
The horror, gulfed out by McCreedy, firing On
men defenseless and, through want, expiring.",gutenberg
"Oh, from that gulf the Bard's curse makes a sweep
Up to the Sun and, from its long desiring, Grown eagle,
shrieks to heaven from steep to step!",gutenberg
"""A dirty work,"" said Dyer,
rebuked for spilling Hundreds of lives to
irrigate new lands.",gutenberg
"A dirty work, but not
for British hands, Dabbling in
blood to earn each day their shilling.",gutenberg
"Mohawk Valley and Wyoming, chilling With
thought of Tarleton's King-serving bands, And Canada red-clayed, though high snow stands,
Cry: Work for which the British are too willing!",gutenberg
"Invaded lands need terror
irrigation To make
them fruitful.",gutenberg
"The ocean, holding pure the azure's
blue, Laughs at the tempests, with one empire's dust
After an other, to round out Earth's crust.",gutenberg
"Look in the sea and deep,
what scattered rock, The islands which
at dusk, the tempest piled!",gutenberg
"Ere rose
a star, they sank with
crews, beguiled.",gutenberg
"O Tempests that with world formations,
mock The good Creator, how, as ye grow wild, Earth quakes
and no live thing survives the shock.",gutenberg
"Our country is
not rock and wood and stream, But
soul transfusing them.",gutenberg
"What
is the
soul?",gutenberg
"The soul, then,--our true country,--is the brave
Who fought and bled for Freedom, or will fight To their
last pulse, last breath, for Human Right.",gutenberg
