Unnamed: 0,0,1,2,3,4,5,6,7,8,haiku,lang,0_syllables,1_syllables,2_syllables,3_syllables,4_syllables,5_syllables,6_syllables,7_syllables,8_syllables
979,pelting rain,on the car radio,nothing but blues,,,,,,,"pelting rain
on the car radio
nothing but blues",en,3,6,4,,,,,,
980,also,in the fog,the scent of autumn,,,,,,,"also
in the fog
the scent of autumn",en,2,3,5,,,,,,
981,cold dark night,the warmth of her hand,in mine,,,,,,,"cold dark night
the warmth of her hand
in mine",en,3,5,2,,,,,,
982,behind the man,in the open doorway,nothing but darkness,,,,,,,"behind the man
in the open doorway
nothing but darkness",en,4,6,5,,,,,,
983,snow and rain mixed,my angry words,and her tears,,,,,,,"snow and rain mixed
my angry words
and her tears",en,4,4,3,,,,,,
984,death,of an old friend,my cup empty,,,,,,,"death
of an old friend
my cup empty",en,1,4,4,,,,,,
985,winter night,finding my pajama bottoms,on my wife,,,,,,,"winter night
finding my pajama bottoms
on my wife",en,3,8,3,,,,,,
986,70 mph,the infant snores,a bit slower,,,,,,,"70 mph
the infant snores
a bit slower",en,"6,7",4,4,,,,,,
987,light rain,"on sweet, sweet clover",late summer's dusk,,,,,,,"light rain
on sweet, sweet clover
late summer's dusk",en,2,5,4,,,,,,
988,winter rain,the confusion in her voice,all over again,,,,,,,"winter rain
the confusion in her voice
all over again",en,3,7,5,,,,,,
989,no island,in the bay today,morning fog,,,,,,,"no island
in the bay today
morning fog",en,3,5,3,,,,,,
990,stop sign,thru the bullet holes,ghetto moon,,,,,,,"stop sign
thru the bullet holes
ghetto moon",en,2,5,3,,,,,,
991,rainy morning,the haijin stirs,sugar in his coffee,,,,,,,"rainy morning
the haijin stirs
sugar in his coffee",en,4,4,6,,,,,,
992,Central Park,the echo of her voice,in every direction ,,,,,,,"Central Park
the echo of her voice
in every direction ",en,3,6,"6,7",,,,,,
997,sunny day,a wasp tastes,everyone's beer,,,,,,,"sunny day
a wasp tastes
everyone's beer",en,3,3,4,,,,,,
998,dusk--,the mason jar filled,with fireflies,,,,,,,"dusk--
the mason jar filled
with fireflies",en,1,5,4,,,,,,
999,Eucharist,pious women still weeping,for Jesus ,,,,,,,"Eucharist
pious women still weeping
for Jesus ",en,3,7,3,,,,,,
1000,winter wonderland,even the burnt out car,looks beautiful,,,,,,,"winter wonderland
even the burnt out car
looks beautiful",en,5,6,4,,,,,,
1001,afternoon tea --,the old climbing rose,somehow whiter,,,,,,,"afternoon tea --
the old climbing rose
somehow whiter",en,4,5,4,,,,,,
1002,chilly tea-time --,finding new cyclamen leaves,in an old plant-pot.,,,,,,,"chilly tea-time --
finding new cyclamen leaves
in an old plant-pot.",en,3,7,4,,,,,,
1003,almost home,the full moon between,two houses,,,,,,,"almost home
the full moon between
two houses",en,3,5,3,,,,,,
1004,roadside rest stop,he adds a haiku,to the graffiti,,,,,,,"roadside rest stop
he adds a haiku
to the graffiti",en,4,5,5,,,,,,
1005,dull pencil,the staff meeting goes,on and on,,,,,,,"dull pencil
the staff meeting goes
on and on",en,3,5,3,,,,,,
1006,senior's home,we celebrate the new year,a 7:00 pm,,,,,,,"senior's home
we celebrate the new year
a 7:00 pm",en,3,7,7,,,,,,
1007,strong wind,back and forth on lake ice,streetlight reflections,,,,,,,"strong wind
back and forth on lake ice
streetlight reflections",en,2,6,5,,,,,,
1008,black hole,near beaver dam a whirlpool spins,autumn leaves vanish,,,,,,,"black hole
near beaver dam a whirlpool spins
autumn leaves vanish",en,2,8,5,,,,,,
1009,balmy evening,the stillness of sheets,on the line,soir embaumé,,,,,,"balmy evening
the stillness of sheets
on the line
soir embaumé",en,4,5,3,3,,,,,
1010,sultry afternoon,only the mailbox shadow,crosses the dirt road,,,,,,,"sultry afternoon
only the mailbox shadow
crosses the dirt road",en,5,7,5,,,,,,
1011,long journey back home --,a forgotten bale of hay,slowly rots away,,,,,,,"long journey back home --
a forgotten bale of hay
slowly rots away",en,5,7,5,,,,,,
1012,afternoon escape,within the prison walls,a library,,,,,,,"afternoon escape
within the prison walls
a library",en,5,6,4,,,,,,
1013,strong April wind,the smell of Iowa hogs,in Minnesota,,,,,,,"strong April wind
the smell of Iowa hogs
in Minnesota",en,4,7,5,,,,,,
1014,homework --,after the school bus passes,a spider rebuilds,,,,,,,"homework --
after the school bus passes
a spider rebuilds",en,2,7,5,,,,,,
1015,in the orchard,rotten apples now crunchy,winter solstice,,,,,,,"in the orchard
rotten apples now crunchy
winter solstice",en,4,7,4,,,,,,
1018,her famous blue haiku,about her divorce,and his cactus,,,,,,,"her famous blue haiku
about her divorce
and his cactus",en,6,5,4,,,,,,
1030,fading light -,the stone steps brighter,than the foliage,,,,,,,"fading light -
the stone steps brighter
than the foliage",en,3,5,"4,5",,,,,,
1031,storm clouds -,mother searches for,candles,,,,,,,"storm clouds -
mother searches for
candles",en,2,5,2,,,,,,
1032,lavender blooms,next to the violets,in a blue pot,,,,,,,"lavender blooms
next to the violets
in a blue pot",en,4,"5,6",4,,,,,,
1033,after a cold night,a cup of coffee -,"oh, man!",,,,,,,"after a cold night
a cup of coffee -
oh, man!",en,5,5,2,,,,,,
1034,Xmas away from home -,B-52 pilot,dressed as Santa,,,,,,,"Xmas away from home -
B-52 pilot
dressed as Santa",en,5,5,4,,,,,,
1035,hedgehog in the fog,looking for apples,under the wrong tree,,,,,,,"hedgehog in the fog
looking for apples
under the wrong tree",en,5,5,5,,,,,,
1036,van gogh's blue irises,"hangs on a wall, with",other gardens,,,,,,,"van gogh's blue irises
hangs on a wall, with
other gardens",en,6,5,4,,,,,,
1037,restless night,the morning starts,without me,,,,,,,"restless night
the morning starts
without me",en,3,4,3,,,,,,
1038,in the grasses,crickets calling,the full moon,,,,,,,"in the grasses
crickets calling
the full moon",en,4,4,3,,,,,,
1039,old pond -,another lily,in bloom,,,,,,,"old pond -
another lily
in bloom",en,2,5,2,,,,,,
1040,storm clouds -,the roofer talks about,overtime,,,,,,,"storm clouds -
the roofer talks about
overtime",en,2,6,3,,,,,,
1041,nearly eighty -,opening,a jar of preserves,,,,,,,"nearly eighty -
opening
a jar of preserves",en,4,3,5,,,,,,
1042,a dark horse,with a blue harness --.,winter solstice,,,,,,,"a dark horse
with a blue harness --.
winter solstice",en,3,5,4,,,,,,
1043,spring wind --,the magnolia sweeps,the sky,,,,,,,"spring wind --
the magnolia sweeps
the sky",en,"2,3",5,2,,,,,,
1044,night shift --,he tree frogs sing a road,through the forest,,,,,,,"night shift --
he tree frogs sing a road
through the forest",en,2,6,4,,,,,,
1045,Nun and monk,watching the blue heron,fishing in the bay,,,,,,,"Nun and monk
watching the blue heron
fishing in the bay",en,3,6,5,,,,,,
1046,Autumn mist obscures,the island in the distance,she cleans her glasses,,,,,,,"Autumn mist obscures
the island in the distance
she cleans her glasses",en,5,7,5,,,,,,
1047,winter night,hot buttered rum,fog on glasses,,,,,,,"winter night
hot buttered rum
fog on glasses",en,3,4,4,,,,,,
1048,In the forest,patches of blue between,the tall pines,,,,,,,"In the forest
patches of blue between
the tall pines",en,4,6,3,,,,,,
1049,The tall pines,etched against the sky,late September,,,,,,,"The tall pines
etched against the sky
late September",en,3,5,4,,,,,,
1050,Nun and monk,read the book together,in two tongues,,,,,,,"Nun and monk
read the book together
in two tongues",en,3,6,3,,,,,,
1051,rainy day,in the rainforest,"drip, drip, drip",,,,,,,"rainy day
in the rainforest
drip, drip, drip",en,3,5,3,,,,,,
1052,The curved cheek,of the young monk,sunlight on the bay,,,,,,,"The curved cheek
of the young monk
sunlight on the bay",en,3,4,5,,,,,,
1053,the seasons change,she buys new,colour contacts,,,,,,,"the seasons change
she buys new
colour contacts",en,4,3,4,,,,,,
1054,lost in her mind,fields of white daisies,and summer,,,,,,,"lost in her mind
fields of white daisies
and summer",en,4,5,3,,,,,,
1055,mason jar,full of dead fireflies,dark night,,,,,,,"mason jar
full of dead fireflies
dark night",en,3,6,2,,,,,,
1061,half-dark sky,a slow roll of thunder,joins the cicada,,,,,,,"half-dark sky
a slow roll of thunder
joins the cicada",en,2,6,5,,,,,,
1062,wave-sound,the smooth stone,fits my hand,,,,,,,"wave-sound
the smooth stone
fits my hand",en,1,3,3,,,,,,
1063,lost friendship,a stray wisp of fog clings,to the canyon,,,,,,,"lost friendship
a stray wisp of fog clings
to the canyon",en,3,6,4,,,,,,
1064,hot night,the moon nearly full,the mosquitoes too,,,,,,,"hot night
the moon nearly full
the mosquitoes too",en,2,5,5,,,,,,
1065,funeral procession,a bee lands,on the flowers,,,,,,,"funeral procession
a bee lands
on the flowers",en,6,3,4,,,,,,
1066,Gandhi's birthday,constantly relighting candles,during the peace March,,,,,,,"Gandhi's birthday
constantly relighting candles
during the peace March",en,4,8,5,,,,,,
1067,morning radio news,a snail crawls up the front wheel,of the express bus,,,,,,,"morning radio news
a snail crawls up the front wheel
of the express bus",en,6,7,5,,,,,,
1068,hilltop,the clouds,rising to my feet,,,,,,,"hilltop
the clouds
rising to my feet",en,2,2,5,,,,,,
1069,morning chill,a spider's web gleams,on the barbed wire,,,,,,,"morning chill
a spider's web gleams
on the barbed wire",en,3,5,"4,5",,,,,,
1070,along the pavement,snatches of the same song,from different radios,,,,,,,"along the pavement
snatches of the same song
from different radios",en,5,6,"6,7",,,,,,
1071,monotonous rain,frogs singing,in many voices,,,,,,,"monotonous rain
frogs singing
in many voices",en,5,3,5,,,,,,
1072,clear night,a fireworks flower,opens against the full moon,,,,,,,"clear night
a fireworks flower
opens against the full moon",en,2,5,7,,,,,,
1073,monsoon clouds,a solitary,bright red kite,,,,,,,"monsoon clouds
a solitary
bright red kite",en,3,5,3,,,,,,
1074,rain clouds,a kingfisher watches,the busy traffic,,,,,,,"rain clouds
a kingfisher watches
the busy traffic",en,2,6,5,,,,,,
1075,sultry afternoon,iridiscent fly gleams green,or maybe blue,,,,,,,"sultry afternoon
iridiscent fly gleams green
or maybe blue",en,5,8,4,,,,,,
1076,dry stream bed,clouds drift,above the train,,,,,,,"dry stream bed
clouds drift
above the train",en,3,2,4,,,,,,
1077,windy,a floating leaf,turns butterfly,,,,,,,"windy
a floating leaf
turns butterfly",en,2,4,4,,,,,,
1078,cloudburst,two men in the doorway,chat about war,,,,,,,"cloudburst
two men in the doorway
chat about war",en,2,6,4,,,,,,
1079,her father's grave -,the little girl leaves a picture,of a dinosaur,,,,,,,"her father's grave -
the little girl leaves a picture
of a dinosaur",en,4,8,5,,,,,,
1080,Handel's Messiah,the same tapes my late-grandmother,listened to,,,,,,,"Handel's Messiah
the same tapes my late-grandmother
listened to",en,5,5,3,,,,,,
1084,my son's twelfth birthday,a rabbit hops,across the busy street,,,,,,,"my son's twelfth birthday
a rabbit hops
across the busy street",en,5,4,6,,,,,,
1085,distant thunder --,a shower of pollen,falls from the trees,,,,,,,"distant thunder --
a shower of pollen
falls from the trees",en,4,6,4,,,,,,
1086,sunny spring day,walking through a cloud,of perfume,,,,,,,"sunny spring day
walking through a cloud
of perfume",en,"4,5",5,3,,,,,,
1087,staring at me,from the bathroom mirror,an age spot,,,,,,,"staring at me
from the bathroom mirror
an age spot",en,4,6,3,,,,,,
1088,the end of summer --,my light beer,suddenly darker,,,,,,,"the end of summer --
my light beer
suddenly darker",en,5,3,5,,,,,,
1089,Autumn colors --,the receptionist's,bright red hair,,,,,,,"Autumn colors --
the receptionist's
bright red hair",en,4,5,3,,,,,,
1090,Ash Wednesday --,the priest,lights a cigarette,,,,,,,"Ash Wednesday --
the priest
lights a cigarette",en,3,2,5,,,,,,
1091,between,silent construction cranes,the Milky Way,,,,,,,"between
silent construction cranes
the Milky Way",en,2,6,4,,,,,,
1093,first frost --,I trim,my graying beard,,,,,,,"first frost --
I trim
my graying beard",en,2,2,4,,,,,,
1094,three shades too dark,the lipstick,on his collar,,,,,,,"three shades too dark
the lipstick
on his collar",en,4,3,4,,,,,,
1095,my daughter starts college --,another empty,pint of beer,,,,,,,"my daughter starts college --
another empty
pint of beer",en,6,5,3,,,,,,
1096,first day of vacation --,shooting star,on a moonless night,,,,,,,"first day of vacation --
shooting star
on a moonless night",en,6,3,5,,,,,,
1097,a familar name,on the victims list --,my coffee grows cold,,,,,,,"a familar name
on the victims list --
my coffee grows cold",en,5,5,5,,,,,,
1098,where dirty snow,meets road salt,a dozen roses,,,,,,,"where dirty snow
meets road salt
a dozen roses",en,4,3,5,,,,,,
1099,afghan invasion --,the dog,on my side of the bed,,,,,,,"afghan invasion --
the dog
on my side of the bed",en,5,2,6,,,,,,
1100,Spring snow --,an expecting mother rests,her hands on her belly,,,,,,,"Spring snow --
an expecting mother rests
her hands on her belly",en,"2,3",7,6,,,,,,
1101,the train arrives,one more sip,from an empty cup of coffee,,,,,,,"the train arrives
one more sip
from an empty cup of coffee",en,4,3,8,,,,,,
1102,approaching storm --,my twelve year-old's fascination,with war,,,,,,,"approaching storm --
my twelve year-old's fascination
with war",en,4,7,2,,,,,,
1103,energy crisis --,long line,at the coffee shop,,,,,,,"energy crisis --
long line
at the coffee shop",en,5,2,5,,,,,,
1104,snow mixes with rain --,my mother keeps calling me,by my brother's name,,,,,,,"snow mixes with rain --
my mother keeps calling me
by my brother's name",en,5,7,5,,,,,,
1105,the haze lifts --,she tosses her hair,over her shoulder,,,,,,,"the haze lifts --
she tosses her hair
over her shoulder",en,3,5,5,,,,,,
1106,my daughter's graduation,tightening the knot,on my necktie,,,,,,,"my daughter's graduation
tightening the knot
on my necktie",en,7,"4,5",4,,,,,,
1107,away on business --,the restless cat,on your side of the bed,,,,,,,"away on business --
the restless cat
on your side of the bed",en,5,4,6,,,,,,
1108,train running late,an ant climbs,the station wall,,,,,,,"train running late
an ant climbs
the station wall",en,4,3,4,,,,,,
1110,dangerous lightning --,she watches me,watching her,,,,,,,"dangerous lightning --
she watches me
watching her",en,5,4,3,,,,,,
1111,crowded train station --,the tap tap thump,of a blind man's cane,,,,,,,"crowded train station --
the tap tap thump
of a blind man's cane",en,5,4,5,,,,,,
1112,planning our trip,lightning flashes,beyond the horizon,,,,,,,"planning our trip
lightning flashes
beyond the horizon",en,"4,5",4,6,,,,,,
1113,wedding night,the parents of the bride,in separate beds,,,,,,,"wedding night
the parents of the bride
in separate beds",en,3,6,"4,5",,,,,,
1114,unhooking her bra,the moon peeks,over the treetops,,,,,,,"unhooking her bra
the moon peeks
over the treetops",en,5,3,5,,,,,,
1115,snow outside,a small bowl,of imported oranges,,,,,,,"snow outside
a small bowl
of imported oranges",en,3,3,7,,,,,,
1116,blowing bubbles,my breath floats away,in different sizes,,,,,,,"blowing bubbles
my breath floats away
in different sizes",en,4,5,"5,6",,,,,,
1117,a temple garden,snowy path to bronze bell,having deep footprints,,,,,,,"a temple garden
snowy path to bronze bell
having deep footprints",en,5,6,5,,,,,,
1119,three feet distance,needed for reading my ku,without glasses,,,,,,,"three feet distance
needed for reading my ku
without glasses",en,4,7,4,,,,,,
