haiku,0,1,2,lang,0_syllables,1_syllables,2_syllables
"shimmering lake
how unimportant
what's important
",shimmering lake,how unimportant,what's important,en,4,5,4
"cloud castles
the music we heard
just air
",cloud castles,the music we heard,just air,en,3,5,2
"alone in the bush
just me
and a blowfly
",alone in the bush,just me,and a blowfly,en,5,2,4
"skinny dipping
mayflies
shed their skins
",skinny dipping,mayflies,shed their skins,en,4,2,3
"illuminating
motel wallpaper
headlamps
",illuminating,motel wallpaper,headlamps,en,5,5,2
"rain from the west
sifts through the porch screen
the evening cool
",rain from the west,sifts through the porch screen,the evening cool,en,4,5,4
"dining alone
the festival lights
keep a regular beat
",dining alone,the festival lights,keep a regular beat,en,4,5,6
"in our face
the dog shakes off
the ocean
",in our face,the dog shakes off,the ocean,en,"3,4",4,3
"narrow road
the clash of umbrellas
as we near the buddha
",narrow road,the clash of umbrellas,as we near the buddha,en,3,6,6
"the world a blossom
i make up a song
for my dog
",the world a blossom,i make up a song,for my dog,en,5,5,3
"morning mist
a parrot asks
my plan today
",morning mist,a parrot asks,my plan today,en,3,4,4
"the puddle
deeper than i thought
empty mailbox
",the puddle,deeper than i thought,empty mailbox,en,3,5,4
"the wren's empty nest
just a little less
of the moon
",the wren's empty nest,just a little less,of the moon,en,5,5,3
"blue whale
the outstretched arms
of a toddler
",blue whale,the outstretched arms,of a toddler,en,2,4,4
"first day of spring
a puppy at the pet shop
wags itself
",first day of spring,a puppy at the pet shop,wags itself,en,"4,5",7,3
"spring!
a bug i don?t know
looks me straight in the eye
",spring!,a bug i don?t know,looks me straight in the eye,en,"1,2",5,6
"still some snow
on the upturned canoe
seed hulls
",still some snow,on the upturned canoe,seed hulls,en,3,6,2
"colorless wind
the ashes
that don?t scatter
",colorless wind,the ashes,that don?t scatter,en,4,3,4
"crayon map
my son shows me the way
to neverland
",crayon map,my son shows me the way,to neverland,en,3,6,4
"part street light
part moon light
first kiss
",part street light,part moon light,first kiss,en,3,3,2
"the taste of smoke
in the single malt . . .
autumn deepens
",the taste of smoke,in the single malt . . .,autumn deepens,en,4,5,4
"turning leaves
he flips a penny
into the sun
",turning leaves,he flips a penny,into the sun,en,3,5,4
"a medevac helicopter
passes low
scent of autumn leaves
",a medevac helicopter,passes low,scent of autumn leaves,en,8,3,5
"fading light . . .
pink-footed geese wade
into the sun
",fading light . . .,pink-footed geese wade,into the sun,en,3,3,4
"chimney smoke
the long straight rows
of cornfield stubble
",chimney smoke,the long straight rows,of cornfield stubble,en,3,4,5
"a lullaby
turning to whisper . . .
moonrise
",a lullaby,turning to whisper . . .,moonrise,en,4,5,2
"two dragonflies
riding the screen door
autumn deepens
",two dragonflies,riding the screen door,autumn deepens,en,4,5,4
"ghost of
a white gazebo
night rain
",ghost of,a white gazebo,night rain,en,2,5,2
"counting the lines
on my neck
magpie song
",counting the lines,on my neck,magpie song,en,4,3,3
"cornflakes
soaked with milk
all the leaves have fallen
",cornflakes,soaked with milk,all the leaves have fallen,en,2,3,6
"mallet to chisel,
chisel to stone . . .
the north wind
","mallet to chisel,",chisel to stone . . .,the north wind,en,5,4,3
"last moon of summer . . .
the bottom falls out
of the pitch
",last moon of summer . . .,the bottom falls out,of the pitch,en,5,5,3
"cicada shell
the space behind
its eyes
",cicada shell,the space behind,its eyes,en,4,4,2
"moon
the light in the shade
of an unlit lamp
",moon,the light in the shade,of an unlit lamp,en,1,5,5
"old growth mountain
two red dragonflies couple
and uncouple
",old growth mountain,two red dragonflies couple,and uncouple,en,4,7,4
"full moon
the silence of birds
expanding
",full moon,the silence of birds,expanding,en,2,5,3
"the hand that touches mine
from tree to tree
the path of wind
",the hand that touches mine,from tree to tree,the path of wind,en,6,4,4
"wind turbines
grind the sunset
summer's end
",wind turbines,grind the sunset,summer's end,en,3,4,3
"well-trodden rut
a line of heifers
watch me pass
",well-trodden rut,a line of heifers,watch me pass,en,2,5,3
"they speak
of my doppelg?nger . . .
autumn's first chill
",they speak,of my doppelg?nger . . .,autumn's first chill,en,2,4,4
"indian summer
a black bear grazes
the shriveled berries
",indian summer,a black bear grazes,the shriveled berries,en,5,5,5
"dark lagoon
a thousand years
of tree frogs
",dark lagoon,a thousand years,of tree frogs,en,3,4,3
"the crows
choose headstones
july heat
",the crows,choose headstones,july heat,en,2,3,3
"fireworks
her handprint evaporates
from the cold glass
",fireworks,her handprint evaporates,from the cold glass,en,2,7,4
"hydrangea
over tea mulling the idea
of utopia
",hydrangea,over tea mulling the idea,of utopia,en,4,9,5
"rain forecast
spittlebugs at the nodes
in meadow grass
",rain forecast,spittlebugs at the nodes,in meadow grass,en,3,6,4
"between two farms
one of barley, one of wheat
the old battlefield
",between two farms,"one of barley, one of wheat",the old battlefield,en,4,7,5
"windless day
one ripe tomato drops
from the vine
",windless day,one ripe tomato drops,from the vine,en,3,6,3
"brilliant moon
sharp shadows of lemons
on the stone steps
",brilliant moon,sharp shadows of lemons,on the stone steps,en,3,6,4
"a dry riverbed
cloud shadows moving
down the canyon
",a dry riverbed,cloud shadows moving,down the canyon,en,5,5,4
"in ten summers
the convict's first visit
dragonfly
",in ten summers,the convict's first visit,dragonfly,en,4,6,3
"home for christmas
the tree losing needles
on fake snow
",home for christmas,the tree losing needles,on fake snow,en,4,6,3
"as i turn the page
napoleon leaves moscow
fading winter light
",as i turn the page,napoleon leaves moscow,fading winter light,en,5,"6,7",5
"year's first moon
the widow turns
her mattress
",year's first moon,the widow turns,her mattress,en,3,4,3
"winter night
i dream
in monochrome
",winter night,i dream,in monochrome,en,3,2,4
"finally, good news
the reflection of my face
inside a tea bubble
","finally, good news",the reflection of my face,inside a tea bubble,en,5,7,6
"dumpster
the iridescence
of starlings
",dumpster,the iridescence,of starlings,en,2,5,3
"snowy night
drinking tea
from my hometown
",snowy night,drinking tea,from my hometown,en,3,3,4
"over old ground . . .
a dunnock's search
in winter shrubs
",over old ground . . .,a dunnock's search,in winter shrubs,en,4,4,4
"low tide
gull and gannet shadows
pick shells
",low tide,gull and gannet shadows,pick shells,en,2,6,2
"spring peepers
raindrops stipple the creek
in chorus
",spring peepers,raindrops stipple the creek,in chorus,en,"3,4",6,3
"cherry buds
so much effort
to be nice
",cherry buds,so much effort,to be nice,en,3,4,3
"prom day
on my daughter's waist
a boy's hand
",prom day,on my daughter's waist,a boy's hand,en,2,5,3
"village in the mountains . . .
a stray dog becomes
our trek guide
",village in the mountains . . .,a stray dog becomes,our trek guide,en,6,5,"3,4"
"baptism song
a turtle slips
into the river
",baptism song,a turtle slips,into the river,en,4,4,5
"yard sale
a family portrait
bought for its frame
",yard sale,a family portrait,bought for its frame,en,2,"5,6",4
"just how
to hold you
paper kite
",just how,to hold you,paper kite,en,2,3,3
"willow
the limits
of happiness
",willow,the limits,of happiness,en,2,3,4
"towing
a rainbow
baby duck
",towing,a rainbow,baby duck,en,2,3,3
"pool filter
a child's collection
of dandelion wishes
",pool filter,a child's collection,of dandelion wishes,en,3,5,7
"beach cottage
the musty smell
of old novels
",beach cottage,the musty smell,of old novels,en,3,4,4
"cradling her belly
waiting for someone who
is already here
",cradling her belly,waiting for someone who,is already here,en,"5,6",6,5
"autumn
i count once again
tulip bulbs in the bag
",autumn,i count once again,tulip bulbs in the bag,en,2,5,6
"the bus is late . . .
across the twilight river
the wheeling starlings
",the bus is late . . .,across the twilight river,the wheeling starlings,en,4,7,5
"another morning
of mares tails
the wisp of a sigh
",another morning,of mares tails,the wisp of a sigh,en,5,3,5
"different carols
two drifters singing
for spare change
",different carols,two drifters singing,for spare change,en,"4,5",5,3
"indian summer
the soccer net ripples
with a goal
",indian summer,the soccer net ripples,with a goal,en,5,6,3
"remembering to let them
speak first
cosmos in the rain
",remembering to let them,speak first,cosmos in the rain,en,"6,7",2,5
"change of seasons
i catch myself talking
to the wind
",change of seasons,i catch myself talking,to the wind,en,4,6,3
"waiting room
someone whispers
?be morning soon?
",waiting room,someone whispers,?be morning soon?,en,3,4,3
"an inchworm
grasping thin air
christmas morning
",an inchworm,grasping thin air,christmas morning,en,3,4,4
"the old moon
everyone else
i?ve outlived
",the old moon,everyone else,i?ve outlived,en,3,4,3
"back to school
unlearning
the whole summer
",back to school,unlearning,the whole summer,en,3,3,4
"the way
it feels to hold you
gibbous moon
",the way,it feels to hold you,gibbous moon,en,2,5,3
"still reflecting
upon creation
dragonfly eye
",still reflecting,upon creation,dragonfly eye,en,4,5,4
"manna gumtrees
the sugar glider's belly
before the moon
",manna gumtrees,the sugar glider's belly,before the moon,en,4,7,4
"chalk line
the screech
of infinity
",chalk line,the screech,of infinity,en,2,2,5
"schoolyard fence
when did i end up
on this side?
",schoolyard fence,when did i end up,on this side?,en,3,5,3
"a berry's curve
in a crow's beak
harvest moon
",a berry's curve,in a crow's beak,harvest moon,en,4,4,3
"autumn sky
the paint worn thin
around the birdhouse door
",autumn sky,the paint worn thin,around the birdhouse door,en,3,4,6
"watching the deer
watch my morning train
pass by
",watching the deer,watch my morning train,pass by,en,4,5,2
"faces put on
at the family gathering
watermelon rinds
",faces put on,at the family gathering,watermelon rinds,en,4,"8,7",5
"pasture tree
its shade
shapes the herd
",pasture tree,its shade,shapes the herd,en,3,2,3
"lonely is a place
inside
the call of a loon
",lonely is a place,inside,the call of a loon,en,5,2,5
"bomb shelter
my old belongings
huddle in the dark
",bomb shelter,my old belongings,huddle in the dark,en,3,5,5
"night sky
our long look at
the past
",night sky,our long look at,the past,en,2,"4,5",2
"sunrise
the full arc
of sprinklers
",sunrise,the full arc,of sprinklers,en,2,3,"3,4"
"foxglove
a hummingbird adjusts
the breeze
",foxglove,a hummingbird adjusts,the breeze,en,2,6,2
"concrete
the jungle
within me
",concrete,the jungle,within me,en,2,3,3
"cold overnight
no way of knowing
where the loon will surface
",cold overnight,no way of knowing,where the loon will surface,en,4,5,6
"the night's crickets
never silent
never seen
",the night's crickets,never silent,never seen,en,4,4,3
"adjoining properties
the cut
of the mower blade
",adjoining properties,the cut,of the mower blade,en,6,2,5
"afternoon tea
my mother
speaks her history
",afternoon tea,my mother,speaks her history,en,4,3,"4,5"
"white butterfly
i?m also ready
to surrender
",white butterfly,i?m also ready,to surrender,en,4,5,4
"hayshed
the old iron roof
straining daylight
",hayshed,the old iron roof,straining daylight,en,2,5,4
"telephoto lens
the loon's call
comes into focus
",telephoto lens,the loon's call,comes into focus,en,5,3,5
"summer commute
again a truckload
of crushed cars
",summer commute,again a truckload,of crushed cars,en,4,5,3
"trail signs
pausing
to find myself
",trail signs,pausing,to find myself,en,2,2,4
"her eyes
say yes
fireflies
",her eyes,say yes,fireflies,en,2,2,3
"reflecting pool . . .
she tosses coins in
without looking
",reflecting pool . . .,she tosses coins in,without looking,en,4,5,4
"lake of stars
the taste
of polaris
",lake of stars,the taste,of polaris,en,3,2,4
"spring
whistling through
a blade of grass
",spring,whistling through,a blade of grass,en,"1,2",3,4
