haiku,0,1,2,lang,0_syllables,1_syllables,2_syllables
"jazz june
we
die soon",jazz june,we,die soon,en,2,1,2
"the three languages i know
all the colors in which i see and dream
none will help me",the three languages i know,all the colors in which i see and dream,none will help me,en,7,10,4
"what else
nothing
blue lights of police cars",what else,nothing,blue lights of police cars,en,2,2,6
"what else
nothing
nothing",what else,nothing,nothing,en,2,2,2
"the poem slips away through slots of lace
liquefied as a fat caterpillar
dressed in the capsule of a cocoon",the poem slips away through slots of lace,liquefied as a fat caterpillar,dressed in the capsule of a cocoon,en,10,10,9
"there are so many roots to the tree of anger
that sometimes the branches shatter
before they bear",there are so many roots to the tree of anger,that sometimes the branches shatter,before they bear,en,12,8,4
"ah beauty
as i led her to the window
i told her: you i loved best in life",ah beauty,as i led her to the window,i told her: you i loved best in life,en,3,8,9
"until a white bird flew across the road
with its mysterious message that said to some
turn back and to the rest go on",until a white bird flew across the road,with its mysterious message that said to some,turn back and to the rest go on,en,10,12,8
"the first time
i went to the tree
was to knock on wood",the first time,i went to the tree,was to knock on wood,en,3,5,5
"his death had sockets and keys it had walls and beams
it had a handle which you could not hold and a floor
you could not lie down on in the middle of the night",his death had sockets and keys it had walls and beams,it had a handle which you could not hold and a floor,you could not lie down on in the middle of the night,en,12,13,13
"for a while i'll let it make you strong
make your heart lion
then i'll take it back",for a while i'll let it make you strong,make your heart lion,then i'll take it back,en,9,5,5
"must represent the governess
for of course the creature itself
could not inspire such terror",must represent the governess,for of course the creature itself,could not inspire such terror,en,8,8,7
"when the window opened of its own accord
in the big walnut tree
were six or seven wolves",when the window opened of its own accord,in the big walnut tree,were six or seven wolves,en,11,6,6
"believe her indian eyes her sly french smile
her breast with its veins skim milk blue
she is the myth that is true",believe her indian eyes her sly french smile,her breast with its veins skim milk blue,she is the myth that is true,en,11,8,7
"and here face downward in the sun
to feel how swift how secretly
the shadow of the night comes on",and here face downward in the sun,to feel how swift how secretly,the shadow of the night comes on,en,8,8,8
"between basalt cliffs
no one mourns
the loss of statecraft",between basalt cliffs,no one mourns,the loss of statecraft,en,5,3,5
"boat me around gently
whoever i'm with
i'm seeing only you",boat me around gently,whoever i'm with,i'm seeing only you,en,6,5,6
"i have seen
the old gods go
and the new gods come",i have seen,the old gods go,and the new gods come,en,3,4,5
"everything has thorns
at first sight think twice
before trusting even a good omen",everything has thorns,at first sight think twice,before trusting even a good omen,en,5,5,10
"the friend i saw each day and never spoke to
because i hoped soon to disappear from there
as i have disappeared into the heaven of better days",the friend i saw each day and never spoke to,because i hoped soon to disappear from there,as i have disappeared into the heaven of better days,en,11,11,15
"yea while i found all wisdom
they grieved for me
i should have grieved for them",yea while i found all wisdom,they grieved for me,i should have grieved for them,en,7,4,6
"forced to wear a gaudy gold star
to surrender their pride
they do their best to look alive",forced to wear a gaudy gold star,to surrender their pride,they do their best to look alive,en,8,6,8
"his long claws
scuffled at the pane
and i yelled crow",his long claws,scuffled at the pane,and i yelled crow,en,3,5,4
"admit you'd like to find something
discarded or damaged even gone
and lift it back into the world",admit you'd like to find something,discarded or damaged even gone,and lift it back into the world,en,8,9,8
"she was a great master and died young
leaving me with unrelieved grief
her talents known to only a few",she was a great master and died young,leaving me with unrelieved grief,her talents known to only a few,en,9,8,9
"my dear children do you remember the morning
when we climbed into the old plymouth
and drove west straight toward the pacific",my dear children do you remember the morning,when we climbed into the old plymouth,and drove west straight toward the pacific,en,12,9,"9,10"
"when something becomes ash
there's nothing you can do to turn it back
about this even diamonds do not lie",when something becomes ash,there's nothing you can do to turn it back,about this even diamonds do not lie,en,6,10,10
"iowa's unruly grass submits blade by blade
a yellow hill rises
and the shy man finds perfection in his art",iowa's unruly grass submits blade by blade,a yellow hill rises,and the shy man finds perfection in his art,en,12,6,11
"the living let our days be patterned after
theirs
is it not marvelous to be forgetful",the living let our days be patterned after,theirs,is it not marvelous to be forgetful,en,"11,12",1,11
